CustomerID,Gender,Age,Tenure_Months,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SupportTickets,SatisfactionScore,Churn
CUST104505,Male,51,61,87.16,5316.76,Month-to-Month,DSL,Electronic Check,3,9,No
CUST104506,Male,50,2,20.99,41.98,One Year,DSL,Credit Card,3,6,No
CUST104507,Female,67,33,30.18,995.94,Month-to-Month,DSL,Credit Card,5,8,No
CUST104508,Female,41,62,113.77,7053.74,One Year,Fiber Optic,Credit Card,8,9,No
CUST104509,Female,26,59,71.99,4247.41,Month-to-Month,Fiber Optic,Credit Card,4,7,Yes
CUST104510,Male,30,40,122.02,4880.8,Month-to-Month,No Internet,Bank Transfer,7,8,Yes
CUST104511,Female,19,49,104.43,5117.07,One Year,Fiber Optic,Credit Card,4,4,No
CUST104512,Male,24,32,95.6,3059.2,Month-to-Month,No Internet,Credit Card,5,5,Yes
CUST104513,Male,65,38,137.18,5212.84,Two Year,Fiber Optic,Credit Card,5,7,No
CUST104514,Male,38,13,22.77,296.01,One Year,Fiber Optic,Electronic Check,3,9,Yes
CUST104515,Female,36,54,40.15,2168.1,Month-to-Month,Fiber Optic,Electronic Check,9,8,No
CUST104516,Female,42,13,101.17,1315.21,One Year,No Internet,Electronic Check,9,7,No
CUST104517,Female,64,39,28.56,1113.84,One Year,Fiber Optic,Credit Card,4,4,Yes
CUST104518,Female,39,23,103.85,2388.55,Two Year,Fiber Optic,Mailed Check,3,1,Yes
CUST104519,Female,28,14,147.94,2071.16,One Year,Fiber Optic,Bank Transfer,1,1,No
CUST104520,Male,50,17,134.25,2282.25,Month-to-Month,Fiber Optic,Mailed Check,1,5,No
CUST104521,Male,49,24,96.82,2323.68,Month-to-Month,DSL,Mailed Check,7,7,No
CUST104522,Male,38,58,136.22,7900.76,Two Year,No Internet,Mailed Check,3,8,Yes
CUST104523,Male,56,63,35.11,2211.93,One Year,No Internet,Mailed Check,8,7,Yes
CUST104524,Female,37,34,79.11,2689.74,Month-to-Month,Fiber Optic,Bank Transfer,5,4,No
CUST104525,Female,25,51,75.73,3862.23,One Year,No Internet,Mailed Check,4,7,No
CUST104526,Male,59,10,63.74,637.4,Month-to-Month,Fiber Optic,Credit Card,6,6,No
CUST104527,Female,54,21,20.03,420.63,Month-to-Month,Fiber Optic,Mailed Check,5,8,Yes
CUST104528,Female,26,37,135.83,5025.71,One Year,DSL,Bank Transfer,3,9,No
CUST104529,Male,42,7,121.1,847.7,Month-to-Month,Fiber Optic,Bank Transfer,9,1,No
CUST104530,Male,42,13,104.87,1363.31,One Year,No Internet,Mailed Check,8,2,Yes
CUST104531,Female,50,30,36.77,1103.1,Month-to-Month,DSL,Credit Card,5,8,No
CUST104532,Female,19,31,69.17,2144.27,Month-to-Month,Fiber Optic,Mailed Check,2,7,No
CUST104533,Male,36,5,140.16,700.8,Month-to-Month,DSL,Electronic Check,3,7,No
CUST104534,Male,63,32,100.2,3206.4,Month-to-Month,DSL,Bank Transfer,3,3,No
CUST104535,Male,37,16,98.44,1575.04,Month-to-Month,Fiber Optic,Mailed Check,7,7,No
CUST104536,Female,59,22,138.71,3051.62,Two Year,Fiber Optic,Electronic Check,4,4,No
CUST104537,Male,58,64,92.78,5937.92,Month-to-Month,Fiber Optic,Credit Card,7,10,No
CUST104538,Male,59,44,97.69,4298.36,Two Year,DSL,Electronic Check,7,10,No
CUST104539,Female,46,40,64.94,2597.6,Month-to-Month,DSL,Bank Transfer,5,2,No
CUST104540,Female,23,37,68.29,2526.73,Two Year,No Internet,Electronic Check,4,1,Yes
CUST104541,Female,34,16,109.13,1746.08,Month-to-Month,Fiber Optic,Electronic Check,1,8,No
CUST104542,Female,42,43,61.66,2651.38,Month-to-Month,DSL,Electronic Check,0,5,No
CUST104543,Female,55,63,92.68,5838.84,One Year,DSL,Credit Card,6,10,Yes
CUST104544,Male,21,15,56.3,844.5,One Year,Fiber Optic,Credit Card,9,4,No
CUST104545,Male,47,44,41.6,1830.4,Month-to-Month,No Internet,Credit Card,9,9,Yes
CUST104546,Female,37,9,79.07,711.63,Month-to-Month,Fiber Optic,Credit Card,6,5,No
CUST104547,Female,20,65,48.27,3137.55,Month-to-Month,DSL,Mailed Check,1,10,No
CUST104548,Female,40,44,136.8,6019.2,Month-to-Month,DSL,Electronic Check,2,2,Yes
CUST104549,Female,68,20,59.47,1189.4,Month-to-Month,DSL,Bank Transfer,7,9,No
CUST104550,Female,35,70,97.66,6836.2,Month-to-Month,No Internet,Electronic Check,3,10,No
CUST104551,Male,43,33,54.25,1790.25,One Year,No Internet,Mailed Check,4,7,No
CUST104552,Male,73,6,53.54,321.24,Two Year,No Internet,Electronic Check,6,9,No
CUST104553,Male,53,31,65.58,2032.98,Month-to-Month,DSL,Electronic Check,7,5,No
CUST104554,Male,25,66,139.06,9177.96,One Year,Fiber Optic,Bank Transfer,0,7,Yes
CUST104555,Female,34,18,70.89,1276.02,Month-to-Month,No Internet,Bank Transfer,6,8,No
CUST104556,Male,48,28,126.76,3549.28,Month-to-Month,DSL,Bank Transfer,2,4,No
CUST104557,Female,54,68,45.65,3104.2,One Year,Fiber Optic,Electronic Check,4,8,No
CUST104558,Female,62,65,26.26,1706.9,One Year,No Internet,Mailed Check,0,7,No
CUST104559,Female,74,45,121.62,5472.9,Two Year,DSL,Credit Card,2,3,No
CUST104560,Male,50,58,90.44,5245.52,One Year,Fiber Optic,Credit Card,4,8,No
CUST104561,Female,44,47,85.48,4017.56,Month-to-Month,Fiber Optic,Electronic Check,0,4,No
CUST104562,Male,62,66,55.39,3655.74,Month-to-Month,No Internet,Credit Card,1,2,Yes
CUST104563,Male,21,52,29.4,1528.8,One Year,Fiber Optic,Credit Card,2,9,No
CUST104564,Female,39,36,82.77,2979.72,Month-to-Month,Fiber Optic,Electronic Check,7,8,No
CUST104565,Female,43,1,132.74,132.74,Month-to-Month,DSL,Electronic Check,4,4,No
CUST104566,Female,49,39,35.6,1388.4,Month-to-Month,No Internet,Mailed Check,4,3,No
CUST104567,Male,41,1,140.79,140.79,Two Year,DSL,Credit Card,2,3,No
CUST104568,Female,63,14,55.71,779.94,One Year,DSL,Electronic Check,8,6,No
CUST104569,Male,52,71,89.18,6331.78,Month-to-Month,Fiber Optic,Credit Card,8,2,Yes
CUST104570,Female,54,23,28.65,658.95,Two Year,DSL,Bank Transfer,1,3,No
CUST104571,Female,49,43,75.26,3236.18,One Year,Fiber Optic,Bank Transfer,7,1,No
CUST104572,Male,24,22,36.37,800.14,Month-to-Month,DSL,Mailed Check,0,10,Yes
CUST104573,Male,50,60,26.24,1574.4,Month-to-Month,Fiber Optic,Electronic Check,4,5,No
CUST104574,Male,48,27,145.65,3932.55,One Year,No Internet,Credit Card,6,3,No
CUST104575,Male,72,56,114.91,6434.96,Month-to-Month,Fiber Optic,Bank Transfer,7,7,Yes
CUST104576,Male,29,2,113.48,226.96,Two Year,Fiber Optic,Electronic Check,7,9,No
CUST104577,Male,28,39,31.77,1239.03,Two Year,Fiber Optic,Bank Transfer,5,5,No
CUST104578,Female,41,51,140.82,7181.82,Month-to-Month,Fiber Optic,Bank Transfer,6,2,Yes
CUST104579,Female,25,19,81.03,1539.57,One Year,Fiber Optic,Electronic Check,3,2,No
CUST104580,Male,49,62,130.8,8109.6,Month-to-Month,DSL,Bank Transfer,9,4,No
CUST104581,Female,74,71,21.64,1536.44,Month-to-Month,Fiber Optic,Electronic Check,6,10,No
CUST104582,Male,55,67,58.77,3937.59,One Year,DSL,Mailed Check,6,9,No
CUST104583,Female,39,63,149.49,9417.87,One Year,Fiber Optic,Electronic Check,8,2,No
CUST104584,Female,51,5,75.62,378.1,One Year,No Internet,Bank Transfer,1,5,Yes
CUST104585,Male,36,61,135.5,8265.5,Month-to-Month,Fiber Optic,Bank Transfer,7,7,Yes
CUST104586,Male,69,71,62.64,4447.44,One Year,No Internet,Credit Card,8,10,No
CUST104587,Male,37,7,88.29,618.03,Month-to-Month,DSL,Mailed Check,2,4,No
CUST104588,Female,73,50,131.05,6552.5,Month-to-Month,Fiber Optic,Bank Transfer,7,7,Yes
CUST104589,Male,31,46,98.76,4542.96,Month-to-Month,DSL,Mailed Check,0,7,No
CUST104590,Female,50,14,114.28,1599.92,One Year,No Internet,Credit Card,9,2,No
CUST104591,Male,27,69,49.75,3432.75,Month-to-Month,DSL,Mailed Check,4,2,Yes
CUST104592,Female,33,65,40.27,2617.55,Month-to-Month,Fiber Optic,Electronic Check,0,2,No
CUST104593,Female,21,65,49.94,3246.1,Month-to-Month,DSL,Mailed Check,0,9,No
CUST104594,Male,44,57,84.1,4793.7,Two Year,No Internet,Bank Transfer,5,1,Yes
CUST104595,Female,45,62,124.13,7696.06,Month-to-Month,No Internet,Bank Transfer,4,6,Yes
CUST104596,Female,60,20,66.02,1320.4,One Year,DSL,Electronic Check,4,7,No
CUST104597,Male,33,26,93.43,2429.18,Month-to-Month,Fiber Optic,Bank Transfer,1,9,No
CUST104598,Female,69,44,124.63,5483.72,One Year,DSL,Credit Card,9,3,No
CUST104599,Male,50,67,51.04,3419.68,One Year,No Internet,Bank Transfer,8,9,No
CUST104600,Male,65,70,134.79,9435.3,Month-to-Month,Fiber Optic,Credit Card,4,7,No
CUST104601,Male,36,62,143.9,8921.8,Month-to-Month,Fiber Optic,Mailed Check,2,5,No
CUST104602,Male,38,45,25.07,1128.15,Month-to-Month,DSL,Mailed Check,6,5,No
CUST104603,Female,39,11,27.68,304.48,One Year,Fiber Optic,Bank Transfer,5,7,Yes
CUST104604,Female,26,34,31.82,1081.88,Month-to-Month,No Internet,Bank Transfer,5,10,Yes
CUST104605,Female,26,46,120.98,5565.08,Month-to-Month,DSL,Electronic Check,4,6,No
CUST104606,Male,26,32,44.61,1427.52,Month-to-Month,Fiber Optic,Mailed Check,3,8,No
CUST104607,Female,44,5,114.34,571.7,Month-to-Month,No Internet,Credit Card,5,10,No
CUST104608,Female,34,63,77.37,4874.31,One Year,No Internet,Electronic Check,6,10,No
CUST104609,Male,61,29,128.71,3732.59,Month-to-Month,Fiber Optic,Electronic Check,7,9,No
CUST104610,Male,74,48,125.11,6005.28,Two Year,DSL,Mailed Check,1,6,No
CUST104611,Female,62,16,144.76,2316.16,Two Year,Fiber Optic,Electronic Check,3,3,No
CUST104612,Male,25,25,52.63,1315.75,Month-to-Month,Fiber Optic,Credit Card,6,9,Yes
CUST104613,Male,33,29,49.8,1444.2,One Year,DSL,Electronic Check,2,2,No
CUST104614,Male,35,52,24.1,1253.2,Month-to-Month,Fiber Optic,Credit Card,4,5,No
CUST104615,Male,50,46,73.35,3374.1,One Year,No Internet,Credit Card,9,10,No
CUST104616,Female,18,25,79.68,1992.0,Month-to-Month,No Internet,Bank Transfer,6,4,No
CUST104617,Male,29,23,145.39,3343.97,Two Year,Fiber Optic,Mailed Check,8,2,No
CUST104618,Male,23,34,128.0,4352.0,Month-to-Month,Fiber Optic,Mailed Check,5,6,Yes
CUST104619,Male,58,67,41.68,2792.56,Two Year,Fiber Optic,Mailed Check,1,10,No
CUST104620,Male,72,34,123.8,4209.2,One Year,No Internet,Mailed Check,8,7,No
CUST104621,Male,22,32,43.18,1381.76,Month-to-Month,DSL,Credit Card,5,2,No
CUST104622,Male,33,29,30.11,873.19,Month-to-Month,DSL,Mailed Check,9,3,Yes
CUST104623,Male,35,9,128.82,1159.38,One Year,DSL,Mailed Check,1,5,No
CUST104624,Male,66,66,146.87,9693.42,Month-to-Month,Fiber Optic,Credit Card,0,9,Yes
CUST104625,Female,35,57,31.46,1793.22,Two Year,Fiber Optic,Bank Transfer,3,7,Yes
CUST104626,Male,18,39,125.81,4906.59,Two Year,Fiber Optic,Mailed Check,1,3,Yes
CUST104627,Female,36,7,131.7,921.9,One Year,DSL,Electronic Check,6,10,No
CUST104628,Male,71,69,35.44,2445.36,Month-to-Month,DSL,Bank Transfer,6,4,No
CUST104629,Male,25,8,56.82,454.56,Month-to-Month,Fiber Optic,Bank Transfer,2,7,Yes
CUST104630,Male,20,18,115.38,2076.84,Two Year,Fiber Optic,Bank Transfer,9,1,No
CUST104631,Male,42,49,125.0,6125.0,Month-to-Month,DSL,Mailed Check,0,4,No
CUST104632,Female,22,16,66.02,1056.32,Month-to-Month,Fiber Optic,Credit Card,1,1,Yes
CUST104633,Male,72,21,40.79,856.59,Month-to-Month,Fiber Optic,Mailed Check,7,5,No
CUST104634,Male,57,10,104.28,1042.8,Two Year,Fiber Optic,Mailed Check,3,2,No
CUST104635,Female,36,4,111.26,445.04,Month-to-Month,Fiber Optic,Bank Transfer,2,9,No
CUST104636,Female,35,44,85.47,3760.68,Two Year,DSL,Credit Card,9,3,No
CUST104637,Male,67,8,38.84,310.72,Month-to-Month,Fiber Optic,Mailed Check,6,5,Yes
CUST104638,Female,70,55,129.78,7137.9,Month-to-Month,No Internet,Mailed Check,9,8,No
CUST104639,Female,48,19,103.88,1973.72,One Year,Fiber Optic,Mailed Check,3,8,No
CUST104640,Female,50,64,132.99,8511.36,Month-to-Month,DSL,Mailed Check,1,9,No
CUST104641,Male,64,40,141.29,5651.6,Month-to-Month,No Internet,Credit Card,2,3,Yes
CUST104642,Male,35,51,124.74,6361.74,One Year,Fiber Optic,Credit Card,3,3,No
CUST104643,Male,74,9,144.63,1301.67,Month-to-Month,Fiber Optic,Credit Card,0,4,No
CUST104644,Female,56,30,144.05,4321.5,Month-to-Month,Fiber Optic,Electronic Check,7,6,No
CUST104645,Male,33,56,100.51,5628.56,Month-to-Month,Fiber Optic,Credit Card,7,7,No
CUST104646,Female,33,44,114.66,5045.04,One Year,DSL,Credit Card,4,1,No
CUST104647,Male,64,59,110.92,6544.28,One Year,Fiber Optic,Bank Transfer,5,2,Yes
CUST104648,Male,55,15,100.75,1511.25,Month-to-Month,Fiber Optic,Mailed Check,3,3,No
CUST104649,Female,58,68,22.52,1531.36,Month-to-Month,No Internet,Mailed Check,2,1,Yes
CUST104650,Male,24,70,66.27,4638.9,Month-to-Month,DSL,Bank Transfer,2,3,No
CUST104651,Female,31,61,33.01,2013.61,Month-to-Month,Fiber Optic,Credit Card,3,4,No
CUST104652,Female,60,23,59.03,1357.69,Month-to-Month,Fiber Optic,Mailed Check,5,6,No
CUST104653,Male,70,47,28.91,1358.77,Month-to-Month,Fiber Optic,Electronic Check,1,5,Yes
CUST104654,Female,65,17,139.6,2373.2,One Year,Fiber Optic,Electronic Check,5,6,No
CUST104655,Male,42,57,78.67,4484.19,Two Year,Fiber Optic,Bank Transfer,7,9,Yes
CUST104656,Male,49,54,44.62,2409.48,Two Year,DSL,Electronic Check,8,1,Yes
CUST104657,Female,55,52,96.02,4993.04,Month-to-Month,Fiber Optic,Bank Transfer,3,3,No
CUST104658,Male,39,22,45.54,1001.88,Month-to-Month,DSL,Electronic Check,4,8,Yes
CUST104659,Female,33,39,124.58,4858.62,Two Year,Fiber Optic,Electronic Check,7,9,No
CUST104660,Male,69,13,59.77,777.01,Month-to-Month,DSL,Electronic Check,9,2,Yes
CUST104661,Male,46,66,60.94,4022.04,Two Year,Fiber Optic,Bank Transfer,1,10,No
CUST104662,Male,33,52,133.09,6920.68,Two Year,DSL,Mailed Check,9,5,No
CUST104663,Male,29,14,92.7,1297.8,Month-to-Month,Fiber Optic,Bank Transfer,1,3,No
CUST104664,Male,34,63,135.35,8527.05,Month-to-Month,Fiber Optic,Credit Card,8,10,No
CUST104665,Female,54,71,73.68,5231.28,Month-to-Month,DSL,Credit Card,5,2,No
CUST104666,Female,44,28,64.71,1811.88,Month-to-Month,Fiber Optic,Electronic Check,9,9,Yes
CUST104667,Female,42,46,85.81,3947.26,Two Year,No Internet,Electronic Check,8,5,No
CUST104668,Female,30,28,27.99,783.72,Two Year,DSL,Mailed Check,9,9,No
CUST104669,Female,25,2,40.05,80.1,Two Year,Fiber Optic,Mailed Check,6,1,No
CUST104670,Female,73,17,48.54,825.18,Month-to-Month,No Internet,Mailed Check,4,4,No
CUST104671,Male,22,59,126.17,7444.03,Two Year,Fiber Optic,Electronic Check,8,1,No
CUST104672,Male,29,52,115.39,6000.28,Two Year,Fiber Optic,Bank Transfer,8,5,No
CUST104673,Female,58,4,45.13,180.52,Two Year,No Internet,Electronic Check,1,5,No
CUST104674,Female,20,3,55.98,167.94,Two Year,No Internet,Credit Card,7,7,Yes
CUST104675,Male,52,37,142.75,5281.75,Month-to-Month,Fiber Optic,Electronic Check,7,7,No
CUST104676,Male,50,24,31.15,747.6,Month-to-Month,DSL,Mailed Check,1,8,No
CUST104677,Male,74,35,91.17,3190.95,Month-to-Month,Fiber Optic,Credit Card,9,6,Yes
CUST104678,Female,39,2,87.86,175.72,Month-to-Month,DSL,Electronic Check,6,10,Yes
CUST104679,Female,67,33,114.34,3773.22,One Year,Fiber Optic,Mailed Check,0,3,No
CUST104680,Female,73,10,53.99,539.9,Month-to-Month,Fiber Optic,Electronic Check,4,9,No
CUST104681,Male,61,62,141.52,8774.24,Month-to-Month,Fiber Optic,Electronic Check,4,5,No
CUST104682,Male,26,43,73.38,3155.34,Month-to-Month,Fiber Optic,Mailed Check,9,9,No
CUST104683,Female,58,69,57.14,3942.66,Two Year,DSL,Credit Card,4,5,No
CUST104684,Female,35,59,63.79,3763.61,Month-to-Month,Fiber Optic,Credit Card,1,3,No
CUST104685,Male,67,9,65.33,587.97,Month-to-Month,DSL,Bank Transfer,2,7,Yes
CUST104686,Male,46,60,45.86,2751.6,Month-to-Month,DSL,Credit Card,5,9,No
CUST104687,Male,56,63,140.65,8860.95,Month-to-Month,Fiber Optic,Electronic Check,0,1,No
CUST104688,Male,44,52,42.73,2221.96,One Year,Fiber Optic,Mailed Check,5,3,No
CUST104689,Female,53,23,134.77,3099.71,Month-to-Month,Fiber Optic,Credit Card,5,7,No
CUST104690,Male,62,30,72.64,2179.2,Month-to-Month,Fiber Optic,Electronic Check,6,9,No
CUST104691,Male,34,43,55.01,2365.43,Two Year,Fiber Optic,Electronic Check,8,4,No
CUST104692,Male,73,68,45.81,3115.08,Month-to-Month,Fiber Optic,Credit Card,8,5,No
CUST104693,Female,51,21,85.56,1796.76,Two Year,DSL,Mailed Check,3,8,Yes
CUST104694,Female,63,43,107.0,4601.0,Two Year,DSL,Mailed Check,1,4,No
CUST104695,Male,20,7,136.77,957.39,Two Year,Fiber Optic,Bank Transfer,4,2,No
CUST104696,Male,22,16,104.82,1677.12,Month-to-Month,DSL,Mailed Check,0,7,No
CUST104697,Male,31,23,82.88,1906.24,Month-to-Month,DSL,Mailed Check,4,2,No
CUST104698,Female,20,58,24.35,1412.3,Month-to-Month,DSL,Credit Card,9,6,No
CUST104699,Female,40,31,139.01,4309.31,Month-to-Month,DSL,Credit Card,2,7,Yes
CUST104700,Female,56,69,137.31,9474.39,Month-to-Month,Fiber Optic,Electronic Check,6,8,Yes
CUST104701,Male,47,6,69.23,415.38,Month-to-Month,DSL,Credit Card,6,5,No
CUST104702,Female,67,65,23.77,1545.05,Month-to-Month,Fiber Optic,Bank Transfer,2,1,No
CUST104703,Male,62,59,115.34,6805.06,Month-to-Month,Fiber Optic,Electronic Check,4,3,No
CUST104704,Male,40,28,122.92,3441.76,Two Year,DSL,Mailed Check,8,10,No
CUST104705,Male,44,18,90.52,1629.36,One Year,No Internet,Credit Card,3,9,Yes
CUST104706,Female,71,10,72.37,723.7,Month-to-Month,Fiber Optic,Bank Transfer,1,6,Yes
CUST104707,Male,27,7,130.65,914.55,Two Year,Fiber Optic,Electronic Check,2,5,Yes
CUST104708,Female,42,37,45.03,1666.11,Two Year,Fiber Optic,Bank Transfer,0,1,No
CUST104709,Female,30,45,77.14,3471.3,Month-to-Month,Fiber Optic,Bank Transfer,4,4,No
CUST104710,Male,33,16,23.18,370.88,Month-to-Month,DSL,Mailed Check,8,5,No
CUST104711,Male,58,14,41.32,578.48,Month-to-Month,No Internet,Electronic Check,1,2,Yes
CUST104712,Female,51,11,142.31,1565.41,Two Year,Fiber Optic,Credit Card,2,5,No
CUST104713,Male,72,34,95.15,3235.1,Month-to-Month,Fiber Optic,Mailed Check,2,3,Yes
CUST104714,Female,54,60,124.73,7483.8,One Year,No Internet,Bank Transfer,6,8,Yes
CUST104715,Male,39,13,83.25,1082.25,One Year,Fiber Optic,Electronic Check,9,10,No
CUST104716,Female,34,39,128.53,5012.67,One Year,Fiber Optic,Mailed Check,6,1,No
CUST104717,Female,40,44,90.06,3962.64,Month-to-Month,Fiber Optic,Credit Card,0,4,No
CUST104718,Female,71,28,20.59,576.52,Month-to-Month,Fiber Optic,Bank Transfer,2,9,Yes
CUST104719,Female,53,40,136.96,5478.4,Month-to-Month,Fiber Optic,Electronic Check,0,1,No
CUST104720,Male,66,16,39.31,628.96,Month-to-Month,Fiber Optic,Mailed Check,8,6,No
CUST104721,Male,26,50,78.57,3928.5,One Year,DSL,Mailed Check,6,6,No
CUST104722,Female,69,28,81.97,2295.16,Two Year,DSL,Bank Transfer,4,2,No
CUST104723,Female,19,68,26.14,1777.52,Two Year,DSL,Mailed Check,6,1,Yes
CUST104724,Male,49,60,26.9,1614.0,Month-to-Month,No Internet,Credit Card,2,1,No
CUST104725,Male,73,12,119.13,1429.56,Month-to-Month,DSL,Credit Card,2,10,No
CUST104726,Male,67,16,59.06,944.96,Two Year,Fiber Optic,Credit Card,0,5,Yes
CUST104727,Male,70,53,73.25,3882.25,Two Year,DSL,Electronic Check,4,5,No
CUST104728,Male,39,54,93.33,5039.82,Month-to-Month,DSL,Mailed Check,6,10,No
CUST104729,Male,60,49,68.54,3358.46,One Year,No Internet,Credit Card,2,7,No
CUST104730,Female,30,36,120.75,4347.0,Month-to-Month,Fiber Optic,Credit Card,4,9,No
CUST104731,Male,25,62,134.98,8368.76,Month-to-Month,Fiber Optic,Electronic Check,9,4,No
CUST104732,Male,18,26,27.76,721.76,One Year,DSL,Mailed Check,0,4,No
CUST104733,Female,34,56,102.6,5745.6,Two Year,DSL,Credit Card,6,7,No
CUST104734,Male,29,22,61.3,1348.6,Month-to-Month,Fiber Optic,Credit Card,7,9,Yes
CUST104735,Male,21,69,95.83,6612.27,One Year,Fiber Optic,Credit Card,7,7,Yes
CUST104736,Male,70,49,82.91,4062.59,One Year,DSL,Electronic Check,0,8,Yes
CUST104737,Male,30,2,63.38,126.76,Month-to-Month,Fiber Optic,Mailed Check,3,10,Yes
CUST104738,Male,48,53,32.33,1713.49,One Year,Fiber Optic,Credit Card,8,7,No
CUST104739,Female,58,7,92.73,649.11,Month-to-Month,No Internet,Bank Transfer,1,9,No
CUST104740,Male,24,20,34.66,693.2,Month-to-Month,Fiber Optic,Electronic Check,0,6,No
CUST104741,Female,40,30,40.3,1209.0,One Year,Fiber Optic,Bank Transfer,5,9,No
CUST104742,Female,41,67,147.68,9894.56,Month-to-Month,DSL,Mailed Check,0,3,Yes
CUST104743,Male,22,59,61.17,3609.03,Month-to-Month,Fiber Optic,Electronic Check,5,4,Yes
CUST104744,Female,22,66,95.98,6334.68,Month-to-Month,Fiber Optic,Electronic Check,0,9,No
CUST104745,Male,34,3,55.39,166.17,One Year,DSL,Electronic Check,5,2,Yes
CUST104746,Female,47,56,132.52,7421.12,Month-to-Month,Fiber Optic,Mailed Check,8,2,No
CUST104747,Female,26,17,56.83,966.11,Month-to-Month,Fiber Optic,Bank Transfer,4,10,No
CUST104748,Male,23,52,67.7,3520.4,One Year,Fiber Optic,Credit Card,3,8,No
CUST104749,Male,42,7,99.09,693.63,Month-to-Month,Fiber Optic,Mailed Check,7,10,Yes
CUST104750,Male,36,5,133.1,665.5,Month-to-Month,No Internet,Credit Card,3,6,No
CUST104751,Male,33,54,126.11,6809.94,Month-to-Month,No Internet,Credit Card,3,5,No
CUST104752,Male,38,61,54.3,3312.3,Month-to-Month,Fiber Optic,Credit Card,8,2,No
CUST104753,Female,19,16,127.84,2045.44,One Year,Fiber Optic,Electronic Check,0,1,No
CUST104754,Female,27,67,111.16,7447.72,Month-to-Month,Fiber Optic,Electronic Check,2,3,No
CUST104755,Female,33,59,148.68,8772.12,Month-to-Month,Fiber Optic,Bank Transfer,3,6,No
CUST104756,Female,54,47,141.61,6655.67,Month-to-Month,DSL,Mailed Check,7,5,No
CUST104757,Female,32,48,89.31,4286.88,One Year,No Internet,Credit Card,0,6,No
CUST104758,Female,30,64,117.49,7519.36,Month-to-Month,Fiber Optic,Mailed Check,2,7,No
CUST104759,Female,30,50,94.12,4706.0,Month-to-Month,Fiber Optic,Mailed Check,1,7,Yes
CUST104760,Male,49,41,97.35,3991.35,One Year,Fiber Optic,Mailed Check,5,3,No
CUST104761,Male,62,22,33.2,730.4,Month-to-Month,DSL,Electronic Check,8,10,Yes
CUST104762,Female,64,54,20.29,1095.66,Month-to-Month,Fiber Optic,Credit Card,9,8,No
CUST104763,Female,63,5,26.26,131.3,Two Year,Fiber Optic,Credit Card,8,8,Yes
CUST104764,Male,25,17,145.66,2476.22,Two Year,No Internet,Mailed Check,9,3,No
CUST104765,Male,60,41,36.41,1492.81,Month-to-Month,No Internet,Bank Transfer,4,6,Yes
CUST104766,Male,35,35,25.77,901.95,One Year,Fiber Optic,Electronic Check,2,9,No
CUST104767,Male,73,40,60.25,2410.0,One Year,Fiber Optic,Mailed Check,7,1,No
CUST104768,Female,53,22,96.46,2122.12,Two Year,Fiber Optic,Mailed Check,8,2,No
CUST104769,Male,43,48,143.3,6878.4,Month-to-Month,Fiber Optic,Credit Card,8,2,No
CUST104770,Female,27,53,110.99,5882.47,One Year,DSL,Bank Transfer,0,5,Yes
CUST104771,Female,48,10,55.93,559.3,Two Year,DSL,Mailed Check,9,6,No
CUST104772,Female,50,18,142.08,2557.44,Month-to-Month,DSL,Bank Transfer,4,3,No
CUST104773,Male,46,49,24.69,1209.81,One Year,Fiber Optic,Credit Card,9,4,No
CUST104774,Male,22,71,147.28,10456.88,Month-to-Month,DSL,Credit Card,8,10,No
CUST104775,Female,30,30,27.62,828.6,Two Year,DSL,Mailed Check,2,2,Yes
CUST104776,Female,18,19,118.0,2242.0,Two Year,Fiber Optic,Bank Transfer,6,3,No
CUST104777,Female,40,55,25.89,1423.95,Month-to-Month,DSL,Mailed Check,8,8,No
CUST104778,Male,57,60,141.1,8466.0,Month-to-Month,No Internet,Mailed Check,1,5,No
CUST104779,Female,20,21,34.13,716.73,Month-to-Month,Fiber Optic,Mailed Check,1,2,No
CUST104780,Male,20,26,26.56,690.56,Month-to-Month,Fiber Optic,Mailed Check,4,10,No
CUST104781,Female,24,28,135.6,3796.8,Month-to-Month,Fiber Optic,Bank Transfer,7,10,No
CUST104782,Female,53,39,32.45,1265.55,Month-to-Month,Fiber Optic,Mailed Check,9,2,No
CUST104783,Female,52,33,123.73,4083.09,One Year,DSL,Credit Card,4,4,No
CUST104784,Male,32,40,117.11,4684.4,One Year,DSL,Credit Card,7,9,No
CUST104785,Male,57,29,97.85,2837.65,Month-to-Month,DSL,Bank Transfer,3,6,No
CUST104786,Female,20,20,69.14,1382.8,One Year,DSL,Mailed Check,8,1,No
CUST104787,Male,46,20,139.03,2780.6,Two Year,No Internet,Mailed Check,3,4,No
CUST104788,Female,47,12,133.24,1598.88,Month-to-Month,Fiber Optic,Electronic Check,4,3,No
CUST104789,Male,56,25,75.41,1885.25,Month-to-Month,DSL,Mailed Check,6,1,No
CUST104790,Male,35,25,50.12,1253.0,Month-to-Month,Fiber Optic,Bank Transfer,8,6,Yes
CUST104791,Male,28,4,55.43,221.72,Month-to-Month,Fiber Optic,Bank Transfer,4,10,No
CUST104792,Female,60,4,48.64,194.56,One Year,No Internet,Electronic Check,6,1,No
CUST104793,Male,66,9,90.36,813.24,Month-to-Month,DSL,Credit Card,3,1,Yes
CUST104794,Male,55,15,132.91,1993.65,Two Year,Fiber Optic,Bank Transfer,1,7,Yes
